Target_Status,Target_Plant,Target_Group,Target_Class,Target_Storage_Loc,Target_Mat_Grp,Target_MRP_Type,Target_Qty,Target_Weight,Target_Cost,Target_Safety_Stock,Target_Volume,Target_Ref_ID,Target_Description,Target_Batch_Id
10,PLANT_CA,GRP_B,CLASS_2,SL_001,MG_ME,ND,76,17,170,22,64,REF-82832_LEG,Item_Desc_325 [MIG],B400-2024
10,PLANT_NY,GRP_A,CLASS_2,SL_OBS,MG_EL,ND,67,37,401,15,68,REF-56937_LEG,Item_Desc_517 [MIG],B879-2024
99,PLANT_NY,GRP_C,CLASS_2,SL_OBS,MG_EL,ND,16,36,494,18,51,REF-43820_LEG,Item_Desc_711 [MIG],B760-2024
99,PLANT_NY,GRP_B,CLASS_1,SL_OBS,MG_CH,VB,44,50,536,10,36,REF-63627_LEG,Item_Desc_667 [MIG],B818-2024
10,PLANT_CA,GRP_B,CLASS_3,SL_OBS,MG_ME,VB,17,46,342,11,97,REF-90793_LEG,Item_Desc_854 [MIG],B124-2024
99,PLANT_NY,GRP_A,CLASS_2,SL_OBS,MG_ME,ND,84,46,285,20,35,REF-44421_LEG,Item_Desc_786 [MIG],B630-2024
99,PLANT_TX,GRP_A,CLASS_3,SL_OBS,MG_EL,ND,33,32,521,10,11,REF-46379_LEG,Item_Desc_437 [MIG],B903-2024
99,PLANT_NY,GRP_B,CLASS_2,SL_001,MG_ME,ND,67,55,451,29,28,REF-11252_LEG,Item_Desc_538 [MIG],B242-2024
99,PLANT_CA,GRP_C,CLASS_2,SL_001,MG_ME,PD,12,27,592,20,101,REF-31669_LEG,Item_Desc_86 [MIG],B869-2024
99,PLANT_CA,GRP_A,CLASS_3,SL_002,MG_EL,VB,86,38,392,24,40,REF-71531_LEG,Item_Desc_569 [MIG],B794-2024
20,PLANT_CA,GRP_A,CLASS_2,SL_003,MG_CH,VB,50,47,227,28,36,REF-89229_LEG,Item_Desc_916 [MIG],B578-2024
0,PLANT_TX,GRP_A,CLASS_1,SL_003,MG_CH,VB,63,16,315,16,68,REF-21072_LEG,Item_Desc_5 [MIG],B960-2024
20,PLANT_CA,GRP_C,CLASS_2,SL_OBS,MG_ME,ND,12,32,154,29,54,REF-46779_LEG,Item_Desc_933 [MIG],B294-2024
20,PLANT_CA,GRP_A,CLASS_2,SL_003,MG_EL,ND,4,46,417,10,26,REF-43254_LEG,Item_Desc_308 [MIG],B889-2024
20,PLANT_CA,GRP_A,CLASS_1,SL_OBS,MG_CH,ND,50,26,466,29,34,REF-93678_LEG,Item_Desc_748 [MIG],B713-2024
10,PLANT_NY,GRP_C,CLASS_1,SL_002,MG_CH,VB,18,42,556,29,61,REF-69043_LEG,Item_Desc_986 [MIG],B680-2024
10,PLANT_NY,GRP_C,CLASS_2,SL_001,MG_CH,ND,81,24,205,26,27,REF-95057_LEG,Item_Desc_424 [MIG],B215-2024
99,PLANT_TX,GRP_B,CLASS_1,SL_OBS,MG_ME,VB,16,45,584,13,72,REF-33101_LEG,Item_Desc_524 [MIG],B570-2024
20,PLANT_CA,GRP_A,CLASS_2,ERROR_LOC,MG_EL,VB,10,39,442,22,76,REF-35117_LEG,Item_Desc_737 [MIG],B720-2024
20,PLANT_NY,GRP_A,CLASS_1,SL_001,MG_EL,PD,83,24,569,27,100,REF-19748,Item_Desc_418 [MIG],B657-2024
10,PLANT_NY,GRP_A,CLASS_2,SL_003,MG_CH,VB,91,52,257,16,31,REF-30786_LEG,Item_Desc_456 [MIG],B960-2024
20,PLANT_TX,GRP_A,CLASS_3,SL_001,MG_CH,VB,37,31,347,15,34,REF-60827_LEG,Item_Desc_38 [MIG],B561-2024
10,PLANT_NY,GRP_A,CLASS_1,SL_OBS,MG_ME,ND,11,29,247,21,54,REF-27794_LEG,Item_Desc_23 [MIG],B904-2024
10,PLANT_TX,GRP_A,CLASS_2,SL_OBS,MG_CH,ND,54,41,250,20,26,REF-19868_LEG,Item_Desc_695 [MIG],B800-2024
10,PLANT_NY,GRP_A,CLASS_1,SL_OBS,MG_ME,PD,91,43,310,16,22,REF-90870_LEG,Item_Desc_73 [MIG],B848-2024
20,PLANT_CA,GRP_C,CLASS_2,SL_001,MG_CH,PD,13,27,498,27,75,REF-25917_LEG,Item_Desc_237 [MIG],B890-2024
99,PLANT_NY,GRP_B,CLASS_1,SL_OBS,MG_EL,PD,33,21,535,28,91,REF-65584_LEG,Item_Desc_728 [MIG],B543-2024
99,PLANT_NY,GRP_C,CLASS_2,SL_001,MG_CH,ND,43,48,249,14,70,REF-94312_LEG,Item_Desc_789 [MIG],B570-2024
99,PLANT_CA,GRP_C,CLASS_1,SL_OBS,MG_CH,ND,19,47,311,16,77,REF-30370_LEG,Item_Desc_420 [MIG],B911-2024
10,PLANT_TX,GRP_C,CLASS_1,SL_OBS,MG_ME,PD,89,22,423,21,100,REF-55202_LEG,Item_Desc_444 [MIG],B204-2024
10,PLANT_TX,GRP_C,CLASS_1,SL_OBS,MG_EL,PD,64,33,498,10,60,REF-92130_LEG,Item_Desc_364 [MIG],B342-2024
20,PLANT_CA,GRP_A,CLASS_2,SL_001,MG_ME,PD,72,53,292,16,87,REF-41558_LEG,Item_Desc_376 [MIG],B743-2024
20,PLANT_TX,GRP_B,CLASS_3,SL_002,MG_ME,PD,77,53,294,14,81,REF-37394_LEG,Item_Desc_150 [MIG],B921-2024
99,PLANT_NY,GRP_B,CLASS_1,SL_002,MG_ME,VB,33,36,215,18,45,REF-74047_LEG,Item_Desc_610 [MIG],B904-2024
10,PLANT_CA,GRP_B,CLASS_2,SL_001,MG_ME,PD,30,16,273,18,73,REF-87778_LEG,Item_Desc_437 [MIG],B803-2024
20,PLANT_TX,GRP_C,CLASS_3,SL_003,MG_EL,ND,56,42,439,14,12,REF-13153_LEG,Item_Desc_635 [MIG],B966-2024
10,PLANT_TX,GRP_B,CLASS_1,SL_001,MG_CH,ND,63,18,354,26,25,REF-13342_LEG,Item_Desc_548 [MIG],B448-2024
20,PLANT_CA,GRP_C,CLASS_1,SL_001,MG_EL,ND,56,45,406,28,50,REF-44482_LEG,Item_Desc_878 [MIG],B676-2024
99,PLANT_TX,GRP_B,CLASS_2,SL_002,MG_ME,ND,13,20,162,14,20,REF-27600_LEG,Item_Desc_951 [MIG],B647-2024
99,PLANT_NY,GRP_B,CLASS_3,SL_003,MG_ME,ND,59,34,510,27,57,REF-97284_LEG,Item_Desc_689 [MIG],B571-2024
99,PLANT_CA,GRP_B,CLASS_1,SL_001,MG_ME,VB,87,40,457,24,15,REF-23143_LEG,Item_Desc_323 [MIG],B149-2024
99,PLANT_NY,GRP_C,CLASS_2,SL_OBS,MG_EL,VB,78,41,182,17,85,REF-43360_LEG,Item_Desc_532 [MIG],B489-2024
20,PLANT_CA,GRP_B,CLASS_1,SL_OBS,MG_CH,PD,60,27,246,30,19,REF-95537_LEG,Item_Desc_810 [MIG],B741-2024
10,PLANT_NY,GRP_C,CLASS_3,SL_001,MG_EL,ND,55,22,308,21,98,REF-89131_LEG,Item_Desc_815 [MIG],B510-2024
20,PLANT_CA,GRP_B,CLASS_3,SL_002,MG_EL,PD,54,22,435,17,73,REF-46578_LEG,Item_Desc_297 [MIG],B757-2024
10,PLANT_CA,GRP_B,CLASS_3,SL_003,MG_CH,ND,38,50,252,17,61,REF-24515_LEG,Item_Desc_830 [MIG],B247-2024
10,PLANT_NY,GRP_C,CLASS_3,SL_001,MG_ME,VB,81,55,519,24,60,REF-58683_LEG,Item_Desc_502 [MIG],B694-2024
10,PLANT_TX,GRP_A,CLASS_1,SL_001,MG_ME,PD,29,15,214,19,29,REF-35591_LEG,Item_Desc_726 [MIG],B232-2024
20,PLANT_CA,GRP_C,CLASS_2,SL_002,MG_CH,VB,56,19,181,28,42,REF-32732_LEG,Item_Desc_804 [MIG],B446-2024
99,PLANT_NY,GRP_B,CLASS_3,SL_001,MG_ME,ND,31,27,516,28,40,REF-25638_LEG,Item_Desc_348 [MIG],B759-2024
10,PLANT_TX,GRP_B,CLASS_3,SL_003,MG_EL,VB,50,36,289,26,80,REF-82176_LEG,Item_Desc_888 [MIG],B768-2024
10,PLANT_TX,GRP_C,CLASS_2,SL_003,MG_CH,ND,65,47,546,22,74,REF-18764_LEG,Item_Desc_593 [MIG],B151-2024
10,PLANT_NY,GRP_C,CLASS_3,SL_003,MG_EL,ND,74,23,569,18,12,REF-30854_LEG,Item_Desc_692 [MIG],B519-2024
99,PLANT_TX,GRP_B,CLASS_2,SL_002,MG_CH,PD,60,26,282,27,19,REF-42302,Item_Desc_628 [MIG],B590-2024
20,PLANT_TX,GRP_B,CLASS_2,SL_OBS,MG_EL,ND,16,36,438,22,75,REF-62094_LEG,Item_Desc_155 [MIG],B626-2024
20,PLANT_CA,GRP_A,CLASS_1,SL_002,MG_CH,PD,76,35,198,29,89,REF-86592_LEG,Item_Desc_501 [MIG],B201-2024
20,PLANT_NY,GRP_B,CLASS_2,SL_002,MG_ME,VB,81,42,403,20,30,REF-97422_LEG,Item_Desc_826 [MIG],B328-2024
99,PLANT_TX,GRP_A,CLASS_3,SL_002,MG_ME,ND,40,25,462,20,68,REF-13555_LEG,Item_Desc_748 [MIG],B590-2024
20,PLANT_CA,GRP_B,CLASS_1,SL_002,MG_CH,ND,28,40,188,20,30,REF-60166_LEG,Item_Desc_222 [MIG],B527-2024
20,PLANT_CA,GRP_C,CLASS_2,SL_002,MG_CH,PD,50,54,253,25,76,REF-99294_LEG,Item_Desc_860 [MIG],B371-2024
20,PLANT_CA,GRP_A,CLASS_1,SL_002,MG_CH,VB,8,45,393,25,92,REF-69262_LEG,Item_Desc_819 [MIG],B917-2024
10,PLANT_CA,GRP_C,CLASS_1,SL_003,MG_CH,PD,86,25,588,20,85,REF-92344_LEG,Item_Desc_446 [MIG],B364-2024
10,PLANT_TX,GRP_C,CLASS_1,SL_002,MG_CH,PD,52,46,571,16,51,REF-96782_LEG,Item_Desc_139 [MIG],B702-2024
10,PLANT_CA,GRP_C,CLASS_2,SL_001,MG_EL,ND,77,50,481,25,22,REF-28845_LEG,Item_Desc_264 [MIG],B896-2024
99,PLANT_TX,GRP_B,CLASS_3,SL_003,MG_CH,PD,1,44,210,19,34,REF-80981_LEG,Item_Desc_284 [MIG],B548-2024
10,PLANT_NY,GRP_B,CLASS_1,SL_003,MG_ME,ND,53,25,355,18,66,REF-45198_LEG,Item_Desc_629 [MIG],B608-2024
20,PLANT_CA,GRP_C,CLASS_3,SL_001,MG_CH,ND,1,26,572,15,69,REF-95377_LEG,Item_Desc_788 [MIG],B129-2024
20,PLANT_TX,GRP_B,CLASS_2,SL_OBS,MG_CH,VB,71,49,479,20,52,REF-89286_LEG,Item_Desc_969 [MIG],B479-2024
20,PLANT_NY,GRP_B,CLASS_1,SL_003,MG_CH,PD,16,26,396,15,24,REF-24273_LEG,Item_Desc_458 [MIG],B189-2024
99,PLANT_NY,GRP_A,CLASS_3,SL_003,MG_CH,ND,72,46,270,27,70,REF-62045_LEG,Item_Desc_377 [MIG],B427-2024
99,PLANT_TX,GRP_C,CLASS_1,SL_001,MG_EL,ND,96,25,407,14,13,REF-53925_LEG,Item_Desc_162 [MIG],B415-2024
20,PLANT_TX,GRP_B,CLASS_3,SL_002,MG_CH,VB,45,38,321,19,42,REF-85282_LEG,Item_Desc_84 [MIG],B998-2024
0,PLANT_TX,GRP_A,CLASS_3,SL_002,MG_EL,VB,84,18,205,24,74,REF-47882_LEG,Item_Desc_852 [MIG],B426-2024
99,PLANT_TX,GRP_B,CLASS_3,SL_002,MG_CH,VB,20,38,273,13,23,REF-63419_LEG,Item_Desc_883 [MIG],B449-2024
10,PLANT_CA,GRP_B,CLASS_2,SL_001,MG_CH,VB,39,34,487,11,37,REF-99805_LEG,Item_Desc_845 [MIG],B645-2024
10,PLANT_CA,GRP_B,CLASS_2,SL_003,MG_EL,ND,80,35,298,30,69,REF-58922_LEG,Item_Desc_497 [MIG],B324-2024
10,PLANT_TX,GRP_A,CLASS_2,SL_002,MG_EL,ND,20,27,216,18,51,REF-12906_LEG,Item_Desc_730 [MIG],B307-2024
99,PLANT_TX,GRP_B,CLASS_3,SL_002,MG_EL,VB,77,33,166,24,80,REF-87271_LEG,Item_Desc_251 [MIG],B995-2024
99,PLANT_TX,GRP_C,CLASS_1,SL_001,MG_EL,ND,86,54,500,22,66,REF-91821_LEG,Item_Desc_126 [MIG],B952-2024
99,PLANT_CA,GRP_B,CLASS_3,SL_OBS,MG_CH,VB,32,30,497,20,41,REF-77911_LEG,Item_Desc_197 [MIG],B395-2024
99,PLANT_NY,GRP_C,CLASS_1,SL_OBS,MG_CH,VB,87,46,596,27,11,REF-50034_LEG,Item_Desc_939 [MIG],B142-2024
10,PLANT_CA,GRP_A,CLASS_1,SL_OBS,MG_CH,PD,23,47,309,17,67,REF-52764_LEG,Item_Desc_744 [MIG],B961-2024
0,PLANT_CA,GRP_A,CLASS_1,SL_001,MG_ME,VB,3,40,239,12,26,REF-47328_LEG,Item_Desc_888 [MIG],B399-2024
99,PLANT_NY,GRP_A,CLASS_2,SL_OBS,MG_ME,ND,34,43,443,10,68,REF-66515_LEG,Item_Desc_105 [MIG],B839-2024
20,PLANT_TX,GRP_B,CLASS_2,SL_003,MG_EL,ND,34,53,481,19,37,REF-14822_LEG,Item_Desc_490 [MIG],B247-2024
10,PLANT_TX,GRP_B,CLASS_3,SL_001,MG_EL,PD,2,51,248,24,8,REF-77319_LEG,Item_Desc_622 [MIG],B609-2024
20,PLANT_TX,GRP_A,CLASS_3,SL_002,MG_CH,ND,92,18,500,24,31,REF-71936_LEG,Item_Desc_342 [MIG],B926-2024
10,PLANT_NY,GRP_C,CLASS_1,SL_003,MG_CH,VB,99,39,577,11,94,REF-10022_LEG,Item_Desc_442 [MIG],B935-2024
20,PLANT_CA,GRP_C,CLASS_2,SL_002,MG_ME,VB,70,30,378,23,20,REF-76580_LEG,Item_Desc_526 [MIG],B870-2024
99,PLANT_NY,GRP_B,CLASS_1,SL_OBS,MG_CH,PD,66,17,212,16,80,REF-19707_LEG,Item_Desc_597 [MIG],B457-2024
20,PLANT_NY,GRP_B,CLASS_2,SL_001,MG_EL,VB,38,54,296,21,38,REF-13003_LEG,Item_Desc_859 [MIG],B716-2024
10,PLANT_CA,GRP_B,CLASS_1,SL_002,MG_ME,PD,68,37,491,29,34,REF-13709_LEG,Item_Desc_523 [MIG],B256-2024
20,PLANT_TX,GRP_C,CLASS_3,SL_001,MG_ME,PD,76,39,217,26,33,REF-78422_LEG,Item_Desc_652 [MIG],B617-2024
20,PLANT_NY,GRP_A,CLASS_3,SL_003,MG_ME,PD,92,21,165,28,39,REF-27961_LEG,Item_Desc_805 [MIG],B657-2024
10,PLANT_NY,GRP_C,CLASS_1,SL_OBS,MG_ME,ND,18,27,490,18,10,REF-79072_LEG,Item_Desc_83 [MIG],B545-2024
20,PLANT_CA,GRP_C,CLASS_3,SL_003,MG_ME,VB,26,16,259,16,56,REF-10618_LEG,Item_Desc_348 [MIG],B151-2024
10,PLANT_TX,GRP_B,CLASS_1,SL_002,MG_CH,VB,37,40,275,11,50,REF-80902_LEG,Item_Desc_610 [MIG],B875-2024
99,PLANT_NY,GRP_C,CLASS_3,SL_003,MG_EL,PD,4,53,333,24,21,REF-50380_LEG,Item_Desc_654 [MIG],B638-2024
10,PLANT_CA,GRP_B,CLASS_3,SL_002,MG_CH,VB,47,51,222,22,42,REF-23161_LEG,Item_Desc_999,B335-2024
10,PLANT_CA,GRP_C,CLASS_2,SL_002,MG_EL,PD,41,55,525,20,10,REF-71835_LEG,Item_Desc_902 [MIG],B517-2024
20,PLANT_TX,GRP_A,CLASS_1,SL_002,MG_CH,ND,44,24,452,25,71,REF-82634_LEG,Item_Desc_593 [MIG],B734-2024
99,PLANT_CA,GRP_A,CLASS_2,SL_001,MG_CH,ND,95,38,313,26,62,REF-16393_LEG,Item_Desc_994 [MIG],B814-2024
20,PLANT_CA,GRP_C,CLASS_3,SL_003,MG_EL,VB,65,16,524,20,101,REF-10192_LEG,Item_Desc_720 [MIG],B623-2024
99,PLANT_CA,GRP_B,CLASS_2,SL_OBS,MG_ME,ND,39,34,574,22,86,REF-34913_LEG,Item_Desc_976 [MIG],B783-2024
99,PLANT_CA,GRP_A,CLASS_3,SL_002,MG_CH,VB,35,19,277,22,66,REF-59571_LEG,Item_Desc_750 [MIG],B812-2024
10,PLANT_NY,GRP_C,CLASS_2,SL_001,MG_ME,VB,30,24,461,20,18,REF-19224_LEG,Item_Desc_486 [MIG],B711-2024
20,PLANT_CA,GRP_A,CLASS_2,SL_OBS,MG_EL,PD,69,37,413,15,31,REF-10982_LEG,Item_Desc_876 [MIG],B711-2024
10,PLANT_TX,GRP_A,CLASS_2,SL_001,MG_CH,ND,36,15,476,15,59,REF-59651_LEG,Item_Desc_481 [MIG],B849-2024
20,PLANT_TX,GRP_C,CLASS_1,SL_003,MG_EL,PD,72,37,399,17,8,REF-13927_LEG,Item_Desc_112 [MIG],B689-2024
10,PLANT_CA,GRP_B,CLASS_3,SL_003,MG_ME,ND,94,44,400,22,101,REF-70981_LEG,Item_Desc_94 [MIG],B566-2024
10,PLANT_TX,GRP_C,CLASS_2,SL_003,MG_ME,ND,88,25,233,17,79,REF-92367_LEG,Item_Desc_74 [MIG],B610-2024
10,PLANT_TX,GRP_C,CLASS_3,SL_003,MG_EL,VB,44,37,581,18,76,REF-99835_LEG,Item_Desc_423 [MIG],B977-2024
99,PLANT_TX,GRP_B,CLASS_1,SL_003,MG_CH,PD,82,36,433,14,91,REF-12679_LEG,Item_Desc_263 [MIG],B408-2024
10,PLANT_CA,GRP_A,CLASS_2,SL_003,MG_CH,VB,72,50,545,17,54,REF-74859_LEG,Item_Desc_395 [MIG],B559-2024
20,PLANT_NY,GRP_C,CLASS_2,SL_OBS,MG_EL,ND,84,15,312,30,32,REF-13229_LEG,Item_Desc_659 [MIG],B260-2024
10,PLANT_TX,GRP_A,CLASS_1,SL_OBS,MG_CH,ND,52,19,181,12,61,REF-87256,Item_Desc_885 [MIG],B777-2024
10,PLANT_TX,GRP_B,CLASS_3,SL_001,MG_CH,ND,55,48,328,26,40,REF-86401_LEG,Item_Desc_963 [MIG],B802-2024
10,PLANT_TX,GRP_A,CLASS_1,SL_OBS,MG_CH,PD,91,39,315,10,73,REF-71267_LEG,Item_Desc_924 [MIG],B224-2024
10,PLANT_CA,GRP_B,CLASS_1,SL_OBS,MG_EL,PD,5,41,360,23,54,REF-43241_LEG,Item_Desc_118 [MIG],B344-2024
20,PLANT_CA,GRP_C,CLASS_3,SL_OBS,MG_CH,VB,38,44,212,30,66,REF-90702_LEG,Item_Desc_536 [MIG],B797-2024
10,PLANT_NY,GRP_B,CLASS_1,SL_001,MG_EL,VB,40,23,202,10,68,REF-92339_LEG,Item_Desc_74 [MIG],B894-2024
20,PLANT_TX,GRP_B,CLASS_1,SL_003,MG_ME,VB,84,20,305,28,81,REF-47966_LEG,Item_Desc_42 [MIG],B409-2024
10,PLANT_TX,GRP_C,CLASS_2,SL_002,MG_CH,PD,46,33,505,21,86,REF-45341_LEG,Item_Desc_925 [MIG],B121-2024
20,PLANT_CA,GRP_B,CLASS_1,SL_003,MG_CH,ND,29,32,587,10,95,REF-84137_LEG,Item_Desc_657 [MIG],B901-2024
10,PLANT_TX,GRP_A,CLASS_3,SL_002,MG_CH,PD,38,40,591,21,23,REF-88099_LEG,Item_Desc_778 [MIG],B934-2024
10,PLANT_NY,GRP_C,CLASS_1,SL_OBS,MG_EL,PD,18,34,432,15,35,REF-82581_LEG,Item_Desc_904 [MIG],B530-2024
99,PLANT_CA,GRP_C,CLASS_1,SL_OBS,MG_ME,ND,24,16,314,12,18,REF-14255_LEG,Item_Desc_489 [MIG],B768-2024
20,PLANT_TX,GRP_A,CLASS_2,SL_003,MG_ME,ND,79,35,209,14,58,REF-72712_LEG,Item_Desc_701,B989-2024
99,PLANT_NY,GRP_C,CLASS_2,SL_OBS,MG_EL,ND,38,27,491,29,61,REF-22008_LEG,Item_Desc_910 [MIG],B518-2024
10,PLANT_TX,GRP_C,CLASS_2,SL_OBS,MG_ME,ND,98,37,172,12,8,REF-42413_LEG,Item_Desc_972 [MIG],B421-2024
99,PLANT_TX,GRP_C,CLASS_2,SL_001,MG_EL,PD,26,24,584,21,38,REF-25408_LEG,Item_Desc_972 [MIG],B277-2024
99,PLANT_TX,GRP_A,CLASS_1,SL_001,MG_CH,ND,23,52,342,10,9,REF-92208_LEG,Item_Desc_190 [MIG],B881-2024
99,PLANT_CA,GRP_B,CLASS_2,SL_OBS,MG_CH,ND,41,37,483,27,93,REF-47873_LEG,Item_Desc_389 [MIG],B801-2024
20,PLANT_CA,GRP_B,CLASS_2,SL_003,MG_ME,ND,14,40,273,28,74,REF-63320_LEG,Item_Desc_855 [MIG],B721-2024
20,PLANT_NY,GRP_B,CLASS_1,SL_OBS,MG_EL,PD,28,53,344,20,58,REF-89508_LEG,Item_Desc_591 [MIG],B785-2024
10,PLANT_NY,GRP_A,CLASS_2,SL_001,MG_CH,VB,94,41,540,22,99,REF-60251_LEG,Item_Desc_110 [MIG],B487-2024
99,PLANT_TX,GRP_A,CLASS_2,SL_002,MG_CH,ND,2,36,386,30,55,REF-67759_LEG,Item_Desc_73 [MIG],B918-2024
20,PLANT_TX,GRP_A,CLASS_3,SL_002,MG_ME,VB,59,19,171,25,38,REF-21133_LEG,Item_Desc_337 [MIG],B602-2024
10,PLANT_CA,GRP_B,CLASS_3,ERROR_LOC,MG_EL,ND,73,50,348,14,74,REF-70694_LEG,Item_Desc_988 [MIG],B120-2024
10,PLANT_NY,GRP_A,CLASS_1,SL_003,MG_EL,ND,22,52,295,25,101,REF-98041_LEG,Item_Desc_658 [MIG],B888-2024
20,PLANT_NY,GRP_A,CLASS_2,SL_001,MG_ME,PD,49,32,219,28,71,REF-85099_LEG,Item_Desc_272 [MIG],B226-2024
99,PLANT_TX,GRP_A,CLASS_3,SL_003,MG_ME,ND,21,39,471,10,28,REF-76771_LEG,Item_Desc_430 [MIG],B125-2024
20,PLANT_CA,GRP_B,CLASS_3,SL_003,MG_CH,VB,36,23,424,19,29,REF-56719_LEG,Item_Desc_728 [MIG],B232-2024
99,PLANT_TX,GRP_C,CLASS_2,SL_OBS,MG_CH,PD,64,42,380,25,78,REF-89830_LEG,Item_Desc_46 [MIG],B939-2024
20,PLANT_TX,GRP_B,CLASS_3,SL_001,MG_ME,ND,77,25,332,13,25,REF-57993_LEG,Item_Desc_825 [MIG],B551-2024
10,PLANT_NY,GRP_A,CLASS_1,SL_003,MG_ME,ND,14,54,585,29,65,REF-52213_LEG,Item_Desc_543,B815-2024
10,PLANT_TX,GRP_C,CLASS_3,SL_OBS,MG_CH,PD,27,54,539,19,39,REF-53759_LEG,Item_Desc_539 [MIG],B825-2024
99,PLANT_CA,GRP_C,CLASS_2,SL_OBS,MG_EL,ND,78,40,535,26,91,REF-34136_LEG,Item_Desc_474 [MIG],B433-2024
20,PLANT_NY,GRP_B,CLASS_3,SL_001,MG_EL,ND,22,22,460,22,68,REF-99874_LEG,Item_Desc_495 [MIG],B557-2024
20,PLANT_CA,GRP_B,CLASS_3,SL_002,MG_EL,VB,26,15,325,21,39,REF-47708_LEG,Item_Desc_270 [MIG],B646-2024
99,PLANT_NY,GRP_C,CLASS_3,SL_001,MG_CH,ND,24,54,425,23,37,REF-52333_LEG,Item_Desc_577 [MIG],B149-2024
20,PLANT_CA,GRP_A,CLASS_2,SL_OBS,MG_CH,ND,89,15,516,18,53,REF-19587_LEG,Item_Desc_990 [MIG],B608-2024
99,PLANT_NY,GRP_C,CLASS_3,SL_001,MG_CH,VB,70,53,422,18,27,REF-29637_LEG,Item_Desc_938 [MIG],B184-2024
10,PLANT_TX,GRP_A,CLASS_2,SL_OBS,MG_CH,PD,95,38,243,15,93,REF-59377_LEG,Item_Desc_744 [MIG],B303-2024
20,PLANT_NY,GRP_B,CLASS_1,SL_OBS,MG_CH,ND,18,53,157,24,101,REF-38443_LEG,Item_Desc_664 [MIG],B958-2024
10,PLANT_NY,GRP_A,CLASS_3,SL_003,MG_ME,PD,7,54,310,13,76,REF-20192_LEG,Item_Desc_814 [MIG],B512-2024
10,PLANT_CA,GRP_C,CLASS_1,SL_003,MG_ME,ND,75,50,576,10,68,REF-29126_LEG,Item_Desc_705 [MIG],B791-2024
99,PLANT_NY,GRP_B,CLASS_1,SL_001,MG_ME,VB,90,48,186,13,19,REF-85868_LEG,Item_Desc_337 [MIG],B423-2024
20,PLANT_TX,GRP_A,CLASS_3,SL_001,MG_CH,ND,75,27,386,24,73,REF-44762_LEG,Item_Desc_198 [MIG],B352-2024
10,PLANT_NY,GRP_C,CLASS_3,SL_OBS,MG_EL,ND,68,26,421,24,54,REF-61760_LEG,Item_Desc_519 [MIG],B850-2024
20,PLANT_NY,GRP_B,CLASS_2,SL_OBS,MG_EL,VB,19,39,536,19,31,REF-45529_LEG,Item_Desc_14 [MIG],B266-2024
20,PLANT_CA,GRP_C,CLASS_1,SL_001,MG_CH,ND,92,45,425,20,96,REF-92055_LEG,Item_Desc_403 [MIG],B826-2024
10,PLANT_TX,GRP_B,CLASS_1,SL_001,MG_EL,PD,61,51,595,20,73,REF-79230_LEG,Item_Desc_851 [MIG],B973-2024
10,PLANT_CA,GRP_B,CLASS_2,SL_OBS,MG_CH,PD,43,44,283,29,48,REF-41857_LEG,Item_Desc_541 [MIG],B786-2024
99,PLANT_TX,GRP_C,CLASS_2,SL_001,MG_ME,PD,36,54,362,18,7,REF-18398_LEG,Item_Desc_352 [MIG],B508-2024
99,PLANT_NY,GRP_B,CLASS_1,SL_001,MG_ME,PD,9,25,159,18,33,REF-46748_LEG,Item_Desc_51 [MIG],B707-2024
99,PLANT_CA,GRP_C,CLASS_2,SL_OBS,MG_EL,PD,33,39,251,24,48,REF-68190_LEG,Item_Desc_40 [MIG],B306-2024
99,PLANT_TX,GRP_B,CLASS_2,SL_001,MG_ME,PD,76,19,178,21,51,REF-89807_LEG,Item_Desc_644 [MIG],B824-2024
99,PLANT_CA,GRP_C,CLASS_1,SL_OBS,MG_ME,VB,24,19,198,25,83,REF-11321_LEG,Item_Desc_970 [MIG],B462-2024
20,PLANT_CA,GRP_C,CLASS_2,SL_002,MG_CH,VB,16,30,254,18,76,REF-76920_LEG,Item_Desc_650 [MIG],B871-2024
10,PLANT_TX,GRP_C,CLASS_3,SL_003,MG_CH,PD,86,29,445,12,8,REF-60131_LEG,Item_Desc_8 [MIG],B729-2024
10,PLANT_NY,GRP_A,CLASS_1,SL_001,MG_ME,ND,61,42,159,29,42,REF-45813_LEG,Item_Desc_448 [MIG],B218-2024
20,PLANT_NY,GRP_A,CLASS_1,SL_003,MG_EL,PD,92,30,422,22,29,REF-97078_LEG,Item_Desc_592 [MIG],B908-2024
20,PLANT_NY,GRP_A,CLASS_1,SL_002,MG_ME,ND,67,33,333,14,51,REF-43751_LEG,Item_Desc_427 [MIG],B481-2024
99,PLANT_NY,GRP_C,CLASS_1,SL_OBS,MG_CH,VB,6,19,362,29,93,REF-75208_LEG,Item_Desc_354 [MIG],B515-2024
10,PLANT_NY,GRP_C,CLASS_3,SL_002,MG_ME,PD,49,18,351,30,13,REF-70642_LEG,Item_Desc_14 [MIG],B858-2024
10,PLANT_TX,GRP_C,CLASS_1,SL_003,MG_CH,PD,13,34,592,29,32,REF-12850_LEG,Item_Desc_567 [MIG],B118-2024
99,PLANT_NY,GRP_C,CLASS_1,SL_003,MG_CH,PD,28,46,593,21,33,REF-86917_LEG,Item_Desc_468 [MIG],B742-2024
99,PLANT_CA,GRP_A,CLASS_1,SL_002,MG_ME,ND,30,45,386,11,86,REF-62077_LEG,Item_Desc_149 [MIG],B113-2024
